names,location,candidate_page,electoral_position,electoral_branch,electoral_level,area,election_result,number_of_votes_for_race,number_of_votes_for_candidate,vote_share,campaign_website_url,camp_hand,off_hand,per_hand,party,error-type_link-name,error-type_color-contrast,error-type_label,error-type_region,error-type_heading-order,error-type_landmark-one-main,error-type_skip-link,error-type_aria-allowed-role,error-type_page-has-heading-one,error-type_duplicate-id-active,number_of_pages,number_of_total_errors,number_of_critical_errors,number_of_serious_errors,number_of_moderate_errors,number_of_minor_errors,number_of_words,number_of_unique_words,ease_of_reading,error-type_duplicate-id,error-type_image-alt,error-type_label-title-only,error-type_meta-viewport,error-type_radiogroup,error-type_html-has-lang,error-type_empty-heading,error-type_landmark-no-duplicate-banner,error-type_definition-list,error-type_document-title,error-type_checkboxgroup,error-type_tabindex,error-type_duplicate-id-aria,error-type_frame-title,error-type_aria-required-children,error-type_aria-valid-attr-value,error-type_autocomplete-valid,error-type_button-name,error-type_aria-roles,error-type_bypass,error-type_listitem,error-type_frame-title-unique,error-type_landmark-no-duplicate-contentinfo,error-type_list,error-type_aria-valid-attr,error-type_meta-viewport-large,error-type_landmark-contentinfo-is-top-level,error-type_landmark-banner-is-top-level,error-type_image-redundant-alt,error-type_aria-required-attr,error-type_area-alt,error-type_input-image-alt,error-type_aria-allowed-attr,error-type_marquee,error-type_landmark-main-is-top-level,error-type_meta-refresh,error-type_dlitem,error-type_object-alt,error-type_table-duplicate-name,error-type_aria-required-parent,number_of_total_trackers,behaviour_event_listeners,canvas_fingerprinters,canvas_font_fingerprinters,cookies,fb_pixel_events,key_logging,session_recorders,third_party_trackers
Kenneth Sanders,"Tarrant County, Texas",https://ballotpedia.org/Kenneth_Sanders_(Texas),County criminal court judges,Judicial,County,,Won,"96,816","51,752",0.535,https://www.votekensanders.com,,,KenSandersTX,Democratic Party,44,,,11,,11,,11,,,11,88,0,55,22,11,3778,876,60.07727273,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6133,5279,810,30,3,0,0,0,11
Matt Hayes,"Tarrant County, Texas",https://ballotpedia.org/Matt_Hayes,County criminal court judges,Judicial,County,,Lost,"96,816","45,064",0.465,https://votehayes.org/,JudgeHayes,,,Republican Party,,12,,8,8,,,314,,,8,391,19,12,24,336,3073,953,34.2525,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,6125,5282,810,30,3,0,0,0,0
Brooke Allen,"Tarrant County, Texas",https://ballotpedia.org/Brooke_Allen,County criminal court judges,Judicial,County,,Won,"577,034","312,009",0.541,http://www.judgeallen.com/,JudgeBrookAllen,,,Republican Party,8,3,,7,2,7,,,,,7,56,20,20,16,0,4082,1317,39.24571429,,19,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6123,5282,810,30,1,0,0,0,0
Alisha Darden,"Tarrant County, Texas",https://ballotpedia.org/Alisha_Darden,County criminal court judges,Judicial,County,,Lost,"577,034","265,025",0.459,https://darden4judge.com,,,,Democratic Party,,3,,3,4,,,72,,,3,100,3,3,10,84,519,222,51.2,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,6128,5285,810,30,3,0,0,0,0
Dyana Limon-Mercado,"Travis County, Texas",https://ballotpedia.org/Dyana_Limon-Mercado,County clerk,Executive,County,,Won,"443,032","314,952",0.711,https://votedyana.com,VoteDyana,,,Democratic Party,,1,,1,,1,,,1,,1,5,0,2,3,0,0,0,206.84,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6127,5285,810,30,2,0,0,0,0
Susan Haynes,"Travis County, Texas",https://ballotpedia.org/Susan_Haynes,County clerk,Executive,County,,Lost,"443,032","128,080",0.289,https://www.electsusanhaynes.com,,,,Republican Party,,14,6,7,,,,,2,,7,38,6,16,9,7,2773,826,61.38142857,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,7,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
Andy Brown,"Travis County, Texas",https://ballotpedia.org/Andy_Brown_(Texas),Judicial offices,Judicial,County,,Won,"445,169","318,690",0.716,https://voteandy.com/,andybrownatx,,,Democratic Party,16,167,,16,28,15,8,9,1,,16,485,41,200,68,176,11049,1991,56.855,162,,4,16,,,5,,,,,,,,12,13,13,,,,,,,,,,,,,,,,,,,,,,,,6183,5295,810,30,6,4,0,0,38
Laurie Eiserloh,"Travis County, Texas",https://ballotpedia.org/Laurie_Eiserloh,Judicial offices,Judicial,County,,Won,"441,310","318,487",0.722,https://www.laurieforjudge.com/,,,,Democratic Party,15,42,9,5,,1,,4,2,,5,101,9,65,13,14,3155,1722,56.8525,10,,8,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6178,5300,813,30,7,0,0,0,28
Cleve Doty,"Travis County, Texas",https://ballotpedia.org/Cleve_Doty,Judicial offices,Judicial,County,,Lost,"441,310","122,823",0.278,https://dotyforjudge.com,cleved,,,Nonpartisan,1,2,,1,,1,,,,,1,8,2,4,2,0,60,41,73.68,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6146,5300,813,30,3,0,0,0,0
Nancy Rister,"Williamson County, Texas",https://ballotpedia.org/Nancy_Rister,County clerk,Executive,County,,Won,"215,316","112,899",0.524,https://nancyrister.org,,,,Republican Party,,8,,1,,1,,,1,,1,16,4,9,3,0,362,182,49.38,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,6144,5300,813,30,1,0,0,0,0
Cynthia Long,"Williamson County, Texas",https://ballotpedia.org/Cynthia_Long,County commission,Legislative,County,,Won,"57,356","30,986",0.54,https://www.cynthialong.com/,,,,Republican Party,3,8,,1,,,,8,1,,1,40,6,19,2,13,0,0,0,5,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0
Jose Orta,"Williamson County, Texas",https://ballotpedia.org/Jose_Orta,County commission,Legislative,County,,Lost,"51,704","23,735",0.459,https://voteorta.com/,orta4wccc,,,Democratic Party,2,48,1,,,,,1,6,,8,58,0,51,6,1,2435,806,62.61375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6149,5302,816,30,1,0,0,0,0
Bill Gravell,"Williamson County, Texas",https://ballotpedia.org/Bill_Gravell,Judicial offices,Judicial,County,,Won,"220,572","108,778",0.493,http://www.billforjudge.com/,,,billgravell,Republican Party,78,10,53,53,,53,,3,53,,53,410,53,195,159,3,53516,3064,34.66711538,,,,,,,,,,,,,,24,,,,,,1,,30,,52,,,,,,,,,,,,,,,,,6236,5319,816,30,6,4,0,0,61
Blane Conklin,"Williamson County, Texas",https://ballotpedia.org/Blane_Conklin,Judicial offices,Judicial,County,,Lost,"220,572","103,180",0.468,https://www.conklinforcountyjudge.com/,blane_conklin,,,Democratic Party,,,,,,,,,1,,1,1,0,0,1,0,0,0,206.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6181,5325,817,30,3,0,0,0,6
Wes Benedict,"Williamson County, Texas",https://ballotpedia.org/Wes_Benedict,Judicial offices,Judicial,County,,Lost,"220,572","8,614",0.039,https://www.wesbenedict.com/,,,Wes_Benedict,Libertarian Party,6,43,10,9,,9,,2,9,,9,153,16,54,27,56,2849,889,38.0325,54,6,,,,,,,,,,,,1,,,,,,2,,,,2,,,,,,,,,,,,,,,,,6193,5328,817,30,5,0,0,0,13
Brandy Hallford,"Williamson County, Texas",https://ballotpedia.org/Brandy_Hallford,Judicial offices,Judicial,County,,Won,"217,713","114,584",0.526,https://www.brandyhallfordforjudge.com/,,,,Republican Party,9,,1,6,3,,,,6,,6,25,1,9,15,0,3356,1134,25.24166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227,5343,817,30,5,0,0,0,32
Brian McConnell,"Williamson County, Texas",https://ballotpedia.org/Brian_McConnell,Judicial offices,Judicial,County,,Lost,"217,713","103,129",0.474,https://brianmcconnellforjudge.com,,,,Democratic Party,1,1,,,,,,1,1,,1,5,0,2,1,2,434,203,56.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,6191,5344,817,30,0,0,0,0,0
Thomas Velez,"Williamson County, Texas",https://ballotpedia.org/Thomas_Velez,Judicial offices,Judicial,County,,Lost,"217,129","103,053",0.475,https://votethomasvelez.com,,,,Democratic Party,,1,,1,,1,,,,,1,4,0,2,2,0,512,232,67.79,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6193,5346,817,30,0,0,0,0,0
KT Musselman,"Williamson County, Texas",https://ballotpedia.org/KT_Musselman,Judicial offices,Judicial,County,,Won,"42,457","27,308",0.643,http://www.ktforjp.com/,karltm,,,Democratic Party,10,20,7,,1,,5,20,3,,5,74,6,39,9,20,1535,610,52.796,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,6196,5348,817,30,1,0,0,0,0
Angela Williams,"Williamson County, Texas",https://ballotpedia.org/Angela_Williams_(Texas),Judicial offices,Judicial,County,,Won,"57,471","31,855",0.554,https://angelawilliamsforjp2.com/,angela_for_jp2,,,Republican Party,1,15,,2,2,2,,15,7,,7,62,4,16,13,29,2107,621,51.94428571,8,,,,,,6,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,6227,5350,821,30,5,0,0,0,21
Rhonda Redden,"Williamson County, Texas",https://ballotpedia.org/Rhonda_Redden,Judicial offices,Judicial,County,,Won,"51,744","28,283",0.547,https://reddenforjp4.com/,Reddenforjp4,,,Republican Party,5,35,21,5,5,,,42,3,,5,155,41,46,23,45,1456,569,44.746,,,1,,,,3,,,,1,,19,5,,,,,,,,,5,,,,5,,,,,,,,,,,,,,6219,5359,824,30,0,0,0,0,6
Leesa Manion,"King County, Washington",https://ballotpedia.org/Leesa_Manion,County prosecutor,Executive,County,,Won,"702,767","401,192",0.571,https://leesamanion.com/,,,,Nonpartisan,9,12,,12,3,,,13,11,,12,71,11,21,26,13,6530,1809,15.99416667,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,6237,5367,829,30,2,0,0,0,9
Jim Ferrell,"King County, Washington",https://ballotpedia.org/Jim_Ferrell,County prosecutor,Executive,County,,Lost,"702,767","297,877",0.424,https://www.jimferrell.org/,jimferrellkcp,,,Nonpartisan,16,44,,12,12,1,,,1,,15,120,6,62,26,26,7346,1842,-15.25866667,22,,,,,,3,,,,,,6,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
Lisa O'Toole,"King County, Washington",https://ballotpedia.org/Lisa_O'Toole,Judicial offices,Judicial,County,,Won,"152,237","150,224",0.987,http://lisaotooleforjudge.com/,,,,Nonpartisan,13,918,44,,30,,,117,,,37,1195,45,973,60,117,13145,699,50.02594595,,,,,,,,15,5,,1,,,37,,,,,,,,,,,,,,15,,,,,,,,,,,,,6227,5368,829,30,0,0,0,0,0
Kevin Peck,"King County, Washington",https://ballotpedia.org/Kevin_Peck,Judicial offices,Judicial,County,,Won,"151,461","149,442",0.987,https://retainjudgepeck.com/,,,,Nonpartisan,,2,1,1,2,1,,6,1,,3,14,1,2,5,6,1665,823,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6232,5370,832,30,0,0,0,0,0
Michael Finkle,"King County, Washington",https://ballotpedia.org/Michael_Finkle,Judicial offices,Judicial,County,,Won,"194,177","130,006",0.67,https://www.reelectjudgefinkle.com,JudgeFinkle,,,Nonpartisan,,2,,1,,1,,,1,,1,5,0,2,3,0,19,17,96.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6235,5370,832,30,3,0,0,0,0
Joshua Schaer,"King County, Washington",https://ballotpedia.org/Joshua_Schaer,Judicial offices,Judicial,County,,Lost,"194,177","63,212",0.326,https://www.schaerfordistrictcourt.com,,,,Nonpartisan,,,,1,,1,,,1,,1,5,1,1,3,0,27,23,74.69,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6232,5370,832,30,0,0,0,0,0
Andrea Jarmon,"King County, Washington",https://ballotpedia.org/Andrea_Jarmon,Judicial offices,Judicial,County,,Won,"60,867","59,696",0.981,https://www.andreajarmonforjudge.com/,,,,Nonpartisan,51,63,2,1,16,,,,,,15,150,17,114,17,2,3496,909,58.09,,,,,,,2,,,,1,,,,,,,2,11,,,,,,1,,,,,,,,,,,,,,,,6293,5383,837,30,5,0,0,0,38
Tom Konis,"Spokane County, Washington",https://ballotpedia.org/Tom_Konis,County assessor,Executive,County,,Won,"155,971","149,038",0.956,https://votetomkonisforassessor.com,,,,Republican Party,3,,,1,,,,,1,,1,5,0,3,2,0,82,60,35.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
Vicky Dalton,"Spokane County, Washington",https://ballotpedia.org/Vicky_Dalton,County auditor,Legislative,County,,Won,"217,758","109,447",0.503,https://www.reelectdaltonauditor.com,,,,Democratic Party,,1,,1,,1,,,,,1,5,1,2,2,0,108,78,55.95,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6252,5383,837,30,2,0,0,0,0
Bob McCaslin Jr.,"Spokane County, Washington",https://ballotpedia.org/Bob_McCaslin_Jr.,County auditor,Legislative,County,,Lost,"217,758","108,205",0.497,https://www.votebobmccaslin.com/,,,,Republican Party,,10,5,,,,,,3,,5,18,5,10,3,0,321,56,78.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6297,5390,837,30,5,0,0,0,35
Larry Haskell,"Spokane County, Washington",https://ballotpedia.org/Larry_Haskell,County prosecuting attorney,Executive,County,,Won,"208,376","117,137",0.562,https://www.votehaskell.com/,,,,Republican Party,22,,,8,7,,,,6,,8,49,0,24,21,4,1161,464,63.75125,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6360,5414,841,31,21,0,0,0,53
Deb Conklin,"Spokane County, Washington",https://ballotpedia.org/Deb_Conklin,County prosecuting attorney,Executive,County,,Lost,"208,376","90,376",0.434,https://debforspokane.com,,,,Independent,,,,5,9,,,153,,,5,210,14,0,19,177,1488,512,52.652,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,6292,5417,841,31,3,0,0,0,0
John Nowels,"Spokane County, Washington",https://ballotpedia.org/John_Nowels,County sheriff,Executive,County,,Won,"191,342","110,857",0.579,https://www.nowelsforsheriff.com/,,,,Republican Party,1,58,3,,4,,,7,3,,7,83,3,66,7,7,2430,725,51.93,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6310,5427,841,31,3,0,0,0,8
Wade Nelson,"Spokane County, Washington",https://ballotpedia.org/Wade_Nelson,County sheriff,Executive,County,,Lost,"191,342","76,439",0.399,http://www.nelsonforsheriff.com/,,,,Republican Party,,2,,2,,2,,,1,,2,13,1,7,5,0,44,37,80.87,,,,1,,1,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,6301,5427,841,31,2,0,0,0,0
Chris Jordan,"Spokane County, Washington",https://ballotpedia.org/Chris_Jordan_(Washington),County Commission,Legislative,County,,Won,"40,717","22,212",0.546,https://chrisjordanforspokane.com,,,,Democratic Party,1,97,,,7,,,7,6,,7,126,0,106,13,7,3763,1141,60.30857143,,,,,,,,,,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6300,5427,841,31,1,0,0,0,0
Amber Waldref,"Spokane County, Washington",https://ballotpedia.org/Amber_Waldref,County Commission,Legislative,County,,Won,"33,234","18,260",0.549,https://www.amberwaldref.com/,amberwaldref,,,Democratic Party,9,17,45,,2,,,23,6,5,14,137,45,49,8,35,4030,1078,58.40714286,12,,,,,,,,,,,14,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,6316,5437,841,31,3,0,0,0,4
Josh Kerns,"Spokane County, Washington",https://ballotpedia.org/Josh_Kerns,County Commission,Legislative,County,,Won,"44,375","34,564",0.779,https://www.joshkerns.com/,,,,Republican Party,8,6,1,1,1,,,,6,,6,23,1,14,8,0,1334,516,42.68833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392,5448,845,31,6,4,0,0,58
Mary Kuney,"Spokane County, Washington",https://ballotpedia.org/Mary_Kuney,County Commission,Legislative,County,,Won,"44,102","24,235",0.55,https://marykuney.nationbuilder.com,,,,Republican Party,328,592,5,50,8,50,1,54,50,,68,1331,141,976,159,55,18212,1645,58.65573529,,97,,18,2,50,1,,,,,,1,,,,,,18,,5,,,1,,,,,,,,,,,,,,,,,6358,5457,845,31,13,0,0,0,12
Paul Brian Noble,"Spokane County, Washington",https://ballotpedia.org/Paul_Brian_Noble,County Commission,Legislative,County,,Lost,"44,102","19,197",0.435,https://www.electnoble.com/,,,,Republican Party,,,,1,,1,,,,,1,5,1,2,2,0,38,26,95.67,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,6400,5486,849,31,7,0,0,0,27
Al French,"Spokane County, Washington",https://ballotpedia.org/Al_French,County Commission,Legislative,County,,Won,"45,498","23,477",0.516,https://www.alfrench.com/,,,,Republican Party,19,13,1,,2,,,,10,,10,47,2,32,12,1,5239,1358,-94.777,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6408,5493,849,31,5,0,0,0,30
Maggie Yates,"Spokane County, Washington",https://ballotpedia.org/Maggie_Yates,County Commission,Legislative,County,,Lost,"45,498","21,949",0.482,https://www.electmaggieyates.com/,,,,Democratic Party,26,42,90,31,15,31,,,,,31,269,106,80,77,6,14162,2213,33.99633333,,10,,,6,,6,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,6419,5502,855,32,13,0,0,0,17
Eric Dooyema,"Spokane County, Washington",https://ballotpedia.org/Eric_Dooyema,Judicial offices,Judicial,County,,Lost,"187,298","58,303",0.311,http://dooyema.com/,,,,Nonpartisan,,26,,6,,,,24,,,6,56,0,26,6,24,1947,684,38.92166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6394,5502,855,32,3,0,0,0,2
Andrew Biviano,"Spokane County, Washington",https://ballotpedia.org/Andrew_Biviano,Judicial offices,Judicial,County,,Won,"182,613","92,644",0.507,https://andrewforjudge.com,,,,Nonpartisan,,1,,1,,1,,,1,,1,5,0,2,3,0,0,0,206.84,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6391,5502,855,32,2,0,0,0,0
Deanna Crull,"Spokane County, Washington",https://ballotpedia.org/Deanna_Crull,Judicial offices,Judicial,County,,Lost,"182,613","88,718",0.486,https://www.votedeannacrull.com,,,,Nonpartisan,8,2,2,5,3,1,,4,,,6,45,13,10,10,12,2289,790,65.125,8,4,,,,,,,,,,,,,1,,,,6,,,,,,,,,,,,,,,,1,,,,,,6472,5524,858,32,7,0,0,0,51
Oye Owolewa,"Washington, D.C.",https://ballotpedia.org/Oye_Owolewa,U.S. Shadow Representative,Executive,County,,Won,"140,577","116,824",0.831,https://www.repoyedc.com/,repoyedc,,,Democratic Party,157,18,,10,5,1,,,2,3,53,418,144,253,19,2,12559,1561,62.34792453,,,,,,,2,,,,,,,,,,,6,108,,60,,,15,30,,,,,,,,,,1,,,,,,6529,5559,861,32,9,0,0,0,68
Anita Bonds,"Washington, D.C.",https://ballotpedia.org/Anita_Bonds,City council,Legislative,Special District,,Won,"328,267","103,991",0.317,https://www.anitabonds2022.com/,VoteAnitaBonds,,AnitaBondsDC,Democratic Party,3,,,2,,,,,,,7,5,0,3,2,0,1337,484,51.12428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6499,5569,861,32,5,0,0,0,32
Nate Derenge,"Washington, D.C.",https://ballotpedia.org/Nate_Derenge,City council,Legislative,Special District,,Lost,"158,414","11,085",0.07,https://nateforchair.com/,,,,Republican Party,,2,,1,,1,,,1,,1,11,4,4,3,0,155,79,74.08,,3,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
Brianne Nadeau,"Washington, D.C.",https://ballotpedia.org/Brianne_Nadeau,City council,Legislative,Special District,,Won,"18,939","15,059",0.795,https://www.briannefordc.com/,,,,Democratic Party,,1,,2,1,,,2,,,2,8,0,1,5,2,1855,700,27.085,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6476,5574,861,32,3,0,0,0,6
David Krucoff,"Washington, D.C.",https://ballotpedia.org/David_Krucoff,City council,Legislative,Special District,,Lost,"24,622","5,805",0.236,https://www.davidforward3.com/,dkrucoff,,,Republican Party,54,,,,,,,,5,,13,59,0,54,5,0,5051,1331,60.85461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6512,5582,861,32,5,0,0,0,32
Zachary Parker,"Washington, D.C.",https://ballotpedia.org/Zachary_Parker_(District_of_Columbia),City council,Legislative,Special District,,Won,"21,044","19,720",0.937,https://www.zacharyforward5.com/,ZacharyforWard5,,,Democratic Party,220,176,,1,4,,,1,10,,56,491,74,396,15,6,24890,3930,29.21160714,,,,,,,5,,,,,,,,,,,27,39,,,,,,8,,,,,,,,,,,,,,,,6534,5592,861,32,8,0,0,0,41
Charles Allen,"Washington, D.C.",https://ballotpedia.org/Charles_Allen_(District_of_Columbia),City council,Legislative,Special District,,Won,"25,326","23,780",0.939,https://charlesallen2022.com,,,,Democratic Party,1,5,,1,,1,,,,,1,10,1,7,2,0,86,65,82.34,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6485,5592,861,32,0,0,0,0,0
Kalvin Barrett,"Dane County, Wisconsin",https://ballotpedia.org/Kalvin_Barrett,Sheriff,Executive,County,,Won,"295,151","225,620",0.764,https://kalvinbarrett.com,Kalvin_Barrett,,,Democratic Party,,2,1,,1,,,1,,,1,6,1,3,1,1,675,312,47.83,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6505,5600,861,32,8,0,0,0,4
Anthony Hamilton,"Dane County, Wisconsin",https://ballotpedia.org/Anthony_Hamilton,Sheriff,Executive,County,,Lost,"295,151","69,531",0.236,https://hamilton4danesheriff.com/,Hamilton4Dane22,,,Republican Party,,,,1,,1,,,,,1,2,0,0,2,0,19,17,98.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6493,5600,861,32,0,0,0,0,0
Melissa Ratcliff,"Dane County, Wisconsin",https://ballotpedia.org/Melissa_Ratcliff,Board of Supervisors,Legislative,County,,Won,"29,705","20,708",0.697,https://www.ratcliffforassembly.com/,,,CottageGroveVB,Democratic Party,10,12,,,3,,,9,1,,9,44,0,31,4,9,2775,823,41.99222222,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6518,5614,861,32,3,0,0,0,8
Andrew McKinney,"Dane County, Wisconsin",https://ballotpedia.org/Andrew_McKinney,Board of Supervisors,Legislative,County,,Lost,"29,705","8,997",0.303,https://andrewmckinney4wisconsin.com/,A4senate,,,Republican Party,,,,1,,,,4,1,,1,6,0,0,2,4,537,262,61.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6513,5618,863,32,0,0,0,0,0
Yogesh Chawla,"Dane County, Wisconsin",https://ballotpedia.org/Yogesh_Chawla,Board of Supervisors,Legislative,County,,Won,"2,423","2,403",0.992,https://www.voteyogesh.com/,,,YogeshChawlaWI,Nonpartisan,3,9,,1,,1,,,,,1,18,0,12,2,4,748,343,21.57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6599,5631,865,32,9,0,0,0,62
Alex Joers,"Dane County, Wisconsin",https://ballotpedia.org/Alex_Joers,Board of Supervisors,Legislative,County,,Won,"32,976","24,463",0.742,https://www.alexforwi.com/,AlexJoers,,,Democratic Party,38,9,,3,,3,,,,,3,65,0,47,6,12,810,327,64.35,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6548,5640,865,32,3,0,0,0,8
Anthony Gray,"Dane County, Wisconsin",https://ballotpedia.org/Anthony_Gray,Board of Supervisors,Legislative,County,,Won,"2,033","1,428",0.702,https://anthonyjgray.com,AnthonyJGray608,,,Nonpartisan,,1,,1,,1,,,1,,1,5,0,2,3,0,0,0,206.84,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6538,5640,865,32,1,0,0,0,0
Sarah Smith,"Dane County, Wisconsin",https://ballotpedia.org/Sarah_Smith_(Wisconsin),Board of Supervisors,Legislative,County,,Won,"2,648","1,950",0.736,https://www.sarahforcountyboard.com/,,,,Nonpartisan,,1,,1,,1,,,1,,1,5,0,2,3,0,0,0,206.84,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6538,5640,865,32,1,0,0,0,0
Tim Kiefer,"Dane County, Wisconsin",https://ballotpedia.org/Tim_Kiefer,Board of Supervisors,Legislative,County,,Won,"3,055","1,911",0.626,https://timkiefer.com,,,,Nonpartisan,,,,6,4,,,140,,,6,166,1,0,10,155,866,297,23.73666667,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6544,5644,865,32,3,0,0,0,0
Patrick Downing,"Dane County, Wisconsin",https://ballotpedia.org/Patrick_Downing,Board of Supervisors,Legislative,County,,Won,"3,045","2,000",0.657,https://www.votepatdowning.com,,,,Nonpartisan,,,,1,,1,,,,,1,2,0,0,2,0,19,17,98.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6541,5644,865,32,0,0,0,0,0
Mike Bare,"Dane County, Wisconsin",https://ballotpedia.org/Mike_Bare,Board of Supervisors,Legislative,County,,Won,"33,528","23,373",0.697,https://www.votebare.com,BareMike,,,Democratic Party,18,,,,17,,,2,2,,9,62,2,20,19,21,2884,892,33.00333333,,,,,,,19,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,6586,5655,865,32,5,0,1,0,28
Patrick Miles,"Dane County, Wisconsin",https://ballotpedia.org/Patrick_Miles,Board of Supervisors,Legislative,County,,Won,"2,573","1,858",0.722,https://milesfordane.com/,,,,Nonpartisan,9,,,7,4,3,,57,,,7,117,0,10,21,86,3333,1167,31.31571429,29,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6565,5663,869,32,0,0,0,0,1
Everett Mitchell,"Dane County, Wisconsin",https://ballotpedia.org/Everett_Mitchell,Judicial offices,Judicial,County,,Won,"59,904","59,312",0.99,https://www.judgeeverettmitchell.com/,judgemitchellwi,,,Nonpartisan,10,56,1,,,,,9,8,,9,94,1,76,8,9,3208,947,50.55777778,,,,,,,,,,,,9,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,6594,5676,869,32,8,0,0,0,9
Anna Hodges,"Milwaukee County, Wisconsin",https://ballotpedia.org/Anna_Hodges,Clerk of courts,Judicial,County,,Won,"263,687","257,412",0.976,https://annaforclerk.nationbuilder.com/,,,,Democratic Party,,,,1,,1,,,1,,1,3,0,0,3,0,14,14,89.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6581,5678,869,32,1,0,0,0,1
